street,refPeriod,psf75,median,psf25,district
MEYER ROAD,2020Q3,2.68,2.58,2.45,15
MEYER ROAD,2019Q2,2.57,2.44,2.36,15
MEYER ROAD,2020Q4,2.73,2.64,2.5,15
FLORA DRIVE,2018Q4,3.19,2.49,2.32,17
FLORA DRIVE,2018Q1,3.35,2.69,2.45,17
FLORA DRIVE,2018Q3,3.46,3.24,2.49,17
FLORA DRIVE,2018Q2,3.46,2.83,2.69,17
FLORA DRIVE,2019Q4,3.27,2.63,2.41,17
FLORA DRIVE,2020Q2,3.46,3.24,2.69,17
FLORA DRIVE,2019Q1,3.35,2.69,2.38,17
FLORA DRIVE,2019Q3,3.47,3.24,2.45,17
FLORA DRIVE,2020Q3,3.65,2.76,2.46,17
FLORA DRIVE,2020Q1,3.54,2.85,2.43,17
FLORA DRIVE,2019Q2,3.46,3.03,2.69,17
FLORA DRIVE,2020Q4,3.15,2.59,2.39,17
HILLVIEW AVENUE,2018Q4,2.92,2.87,2.79,23
HILLVIEW AVENUE,2018Q1,2.78,2.74,2.68,23
HILLVIEW AVENUE,2018Q3,2.9,2.82,2.78,23
HILLVIEW AVENUE,2018Q2,2.82,2.78,2.71,23
HILLVIEW AVENUE,2019Q4,2.95,2.84,2.78,23
HILLVIEW AVENUE,2020Q2,2.91,2.85,2.78,23
HILLVIEW AVENUE,2019Q1,2.87,2.8,2.76,23
HILLVIEW AVENUE,2019Q3,2.9,2.82,2.77,23
HILLVIEW AVENUE,2020Q3,2.92,2.82,2.78,23
HILLVIEW AVENUE,2020Q1,2.88,2.87,2.81,23
HILLVIEW AVENUE,2019Q2,2.87,2.79,2.71,23
HILLVIEW AVENUE,2020Q4,2.97,2.86,2.78,23
LORONG 40 GEYLANG,2018Q4,2.99,2.9,2.78,14
LORONG 40 GEYLANG,2018Q1,3.65,2.97,2.82,14
LORONG 40 GEYLANG,2018Q3,3.04,2.88,2.71,14
LORONG 40 GEYLANG,2018Q2,3.26,2.97,2.77,14
LORONG 40 GEYLANG,2019Q4,3.08,2.79,2.66,14
LORONG 40 GEYLANG,2020Q2,2.92,2.8,2.65,14
LORONG 40 GEYLANG,2019Q1,3.48,3.07,2.8,14
LORONG 40 GEYLANG,2019Q3,3.05,2.91,2.78,14
LORONG 40 GEYLANG,2020Q3,2.98,2.83,2.65,14
LORONG 40 GEYLANG,2020Q1,3.46,2.92,2.74,14
LORONG 40 GEYLANG,2019Q2,3.16,2.97,2.82,14
LORONG 40 GEYLANG,2020Q4,2.98,2.74,2.62,14
KIM SENG ROAD,2018Q4,5.23,3.87,3.57,09
KIM SENG ROAD,2018Q1,4.6,3.98,3.61,09
KIM SENG ROAD,2018Q3,5.03,4.26,3.7,09
KIM SENG ROAD,2018Q2,5.42,4.84,3.67,09
KIM SENG ROAD,2019Q4,4.55,3.92,3.33,09
KIM SENG ROAD,2020Q2,5.3,4.92,4.77,09
KIM SENG ROAD,2019Q1,5.0,4.73,3.92,09
KIM SENG ROAD,2019Q3,4.93,3.95,3.46,09
KIM SENG ROAD,2020Q3,4.84,4.5,3.83,09
KIM SENG ROAD,2020Q1,4.98,4.03,3.51,09
KIM SENG ROAD,2019Q2,5.03,3.77,3.4,09
KIM SENG ROAD,2020Q4,4.91,4.56,3.32,09
TELOK KURAU ROAD,2018Q2,4.17,4.08,3.87,15
TELOK KURAU ROAD,2018Q4,4.39,3.91,3.67,15
TELOK KURAU ROAD,2018Q1,4.25,4.15,3.67,15
TELOK KURAU ROAD,2018Q3,4.26,3.81,3.34,15
TELOK KURAU ROAD,2019Q4,4.39,3.91,3.36,15
TELOK KURAU ROAD,2020Q2,4.29,4.16,3.81,15
TELOK KURAU ROAD,2020Q3,4.77,4.13,3.81,15
TELOK KURAU ROAD,2019Q1,4.33,4.16,3.74,15
TELOK KURAU ROAD,2019Q3,4.23,3.98,3.43,15
TELOK KURAU ROAD,2019Q2,4.16,4.05,3.93,15
LORONG K TELOK KURAU,2019Q3,3.87,3.59,3.4,15
LORONG K TELOK KURAU,2020Q4,3.91,3.74,3.68,15
HAVELOCK ROAD,2018Q1,4.16,3.82,3.6,03
HAVELOCK ROAD,2018Q3,3.94,3.74,3.51,03
HAVELOCK ROAD,2018Q2,4.25,3.91,3.64,03
HAVELOCK ROAD,2018Q4,4.27,3.88,3.53,03
HAVELOCK ROAD,2020Q2,4.06,3.82,3.6,03
HAVELOCK ROAD,2019Q1,4.1,3.88,3.61,03
HAVELOCK ROAD,2019Q3,4.1,3.82,3.59,03
HAVELOCK ROAD,2020Q1,4.08,3.89,3.55,03
HAVELOCK ROAD,2020Q3,3.82,3.6,3.32,03
HAVELOCK ROAD,2019Q2,4.14,3.88,3.67,03
HAVELOCK ROAD,2019Q4,4.03,3.84,3.4,03
HAVELOCK ROAD,2020Q4,3.87,3.61,3.39,03
LORONG 40 GEYLANG,2018Q4,2.73,2.61,2.47,14
LORONG 40 GEYLANG,2018Q1,2.72,2.58,2.43,14
LORONG 40 GEYLANG,2018Q3,2.71,2.64,2.51,14
LORONG 40 GEYLANG,2018Q2,2.74,2.64,2.53,14
LORONG 40 GEYLANG,2019Q4,2.8,2.59,2.42,14
LORONG 40 GEYLANG,2020Q2,2.74,2.51,2.44,14
LORONG 40 GEYLANG,2019Q1,2.7,2.6,2.45,14
LORONG 40 GEYLANG,2019Q3,2.71,2.53,2.43,14
LORONG 40 GEYLANG,2020Q1,2.73,2.57,2.42,14
LORONG 40 GEYLANG,2020Q3,2.68,2.49,2.36,14
LORONG 40 GEYLANG,2019Q2,2.74,2.58,2.5,14
LORONG 40 GEYLANG,2020Q4,2.72,2.62,2.45,14
DUNMAN ROAD,2018Q1,4.27,3.44,3.31,15
DUNMAN ROAD,2018Q3,3.82,3.52,3.34,15
DUNMAN ROAD,2018Q2,3.82,3.61,3.44,15
DUNMAN ROAD,2018Q4,3.64,3.42,3.28,15
DUNMAN ROAD,2020Q2,4.03,3.44,3.24,15
DUNMAN ROAD,2019Q1,3.61,3.52,3.32,15
DUNMAN ROAD,2019Q3,3.75,3.45,3.3,15
DUNMAN ROAD,2020Q1,3.68,3.5,3.34,15
DUNMAN ROAD,2020Q3,4.17,3.45,3.31,15
DUNMAN ROAD,2019Q2,3.91,3.58,3.44,15
DUNMAN ROAD,2020Q4,3.48,3.44,3.18,15
WEST COAST RISE,2018Q1,2.78,2.59,2.5,05
WEST COAST RISE,2018Q3,2.76,2.63,2.53,05
WEST COAST RISE,2018Q2,3.03,2.9,2.77,05
WEST COAST RISE,2020Q3,2.57,2.46,2.35,05
WEST COAST RISE,2019Q3,2.95,2.71,2.53,05
WEST COAST RISE,2019Q2,2.96,2.7,2.54,05
WEST COAST RISE,2019Q4,2.64,2.53,2.35,05
SHANGHAI ROAD,2018Q1,5.96,5.74,5.46,10
SHANGHAI ROAD,2018Q3,5.71,5.24,4.86,10
SHANGHAI ROAD,2018Q2,5.86,5.62,5.39,10
SHANGHAI ROAD,2018Q4,5.48,5.24,4.53,10
SHANGHAI ROAD,2019Q4,5.72,5.48,5.24,10
SHANGHAI ROAD,2020Q2,5.53,5.48,5.28,10
SHANGHAI ROAD,2019Q1,5.71,5.46,4.7,10
SHANGHAI ROAD,2020Q1,5.63,5.46,5.38,10
SHANGHAI ROAD,2020Q3,5.57,5.39,5.07,10
SHANGHAI ROAD,2019Q2,5.84,5.51,4.87,10
SHANGHAI ROAD,2020Q4,5.74,5.55,5.06,10
DUNDEE ROAD,2020Q3,5.11,4.76,4.32,03
DUNDEE ROAD,2020Q4,5.09,4.35,4.13,03
OXLEY RISE,2018Q2,5.81,5.43,4.89,09
OXLEY RISE,2018Q4,5.81,5.06,4.6,09
OXLEY RISE,2018Q1,5.59,4.95,4.37,09
OXLEY RISE,2018Q3,5.79,5.28,4.73,09
OXLEY RISE,2019Q4,5.01,4.75,4.33,09
OXLEY RISE,2020Q2,5.15,4.84,4.44,09
OXLEY RISE,2020Q3,4.99,4.65,4.33,09
OXLEY RISE,2019Q1,5.42,4.79,4.57,09
OXLEY RISE,2019Q3,5.23,4.76,4.4,09
OXLEY RISE,2020Q1,5.25,4.76,4.37,09
OXLEY RISE,2019Q2,5.62,5.17,4.69,09
OXLEY RISE,2020Q4,4.75,4.42,4.2,09
TREVOSE CRESCENT,2018Q4,4.07,3.56,3.39,11
TREVOSE CRESCENT,2018Q3,4.08,3.87,3.59,11
TREVOSE CRESCENT,2018Q2,3.8,3.6,3.48,11
TREVOSE CRESCENT,2019Q4,3.55,3.49,3.23,11
TREVOSE CRESCENT,2020Q2,3.7,3.41,3.16,11
TREVOSE CRESCENT,2019Q1,4.0,3.7,3.48,11
TREVOSE CRESCENT,2019Q3,4.06,3.88,3.68,11
TREVOSE CRESCENT,2020Q3,3.87,3.77,3.55,11
TREVOSE CRESCENT,2019Q2,3.87,3.69,3.45,11
TREVOSE CRESCENT,2020Q4,3.89,3.79,3.49,11
UPPER EAST COAST ROAD,2018Q1,2.62,2.43,2.19,16
UPPER EAST COAST ROAD,2018Q3,2.56,2.31,2.18,16
UPPER EAST COAST ROAD,2018Q2,2.39,2.31,2.09,16
UPPER EAST COAST ROAD,2019Q4,2.48,2.16,2.08,16
UPPER EAST COAST ROAD,2020Q2,2.28,2.16,1.89,16
UPPER EAST COAST ROAD,2019Q1,2.56,2.26,2.12,16
UPPER EAST COAST ROAD,2020Q1,2.26,2.1,2.01,16
UPPER EAST COAST ROAD,2020Q3,2.36,2.04,1.79,16
UPPER EAST COAST ROAD,2020Q4,2.32,2.16,1.92,16
GRANGE ROAD,2018Q4,3.24,3.1,2.96,10
GRANGE ROAD,2018Q1,3.3,3.16,3.01,10
GRANGE ROAD,2018Q3,3.26,3.12,2.95,10
GRANGE ROAD,2018Q2,3.18,3.07,2.96,10
GRANGE ROAD,2019Q4,3.24,3.1,3.02,10
GRANGE ROAD,2020Q2,3.46,3.16,3.03,10
GRANGE ROAD,2019Q1,3.26,3.1,3.02,10
GRANGE ROAD,2020Q3,3.34,3.1,3.02,10
GRANGE ROAD,2019Q3,3.51,3.24,3.02,10
GRANGE ROAD,2020Q1,3.38,3.28,3.13,10
GRANGE ROAD,2019Q2,3.39,3.1,2.97,10
GRANGE ROAD,2020Q4,3.17,3.1,2.95,10
JALAN JURONG KECHIL,2018Q4,4.52,4.27,4.02,21
JALAN JURONG KECHIL,2018Q1,4.27,4.15,4.02,21
JALAN JURONG KECHIL,2018Q3,4.27,4.15,3.95,21
JALAN JURONG KECHIL,2018Q2,4.52,4.14,4.02,21
JALAN JURONG KECHIL,2019Q4,4.77,4.52,4.22,21
JALAN JURONG KECHIL,2020Q2,4.52,4.39,4.13,21
JALAN JURONG KECHIL,2019Q1,4.49,4.27,4.14,21
JALAN JURONG KECHIL,2019Q3,4.33,4.27,4.15,21
JALAN JURONG KECHIL,2020Q3,4.4,4.27,4.02,21
JALAN JURONG KECHIL,2020Q1,4.52,4.27,4.18,21
JALAN JURONG KECHIL,2019Q2,4.52,4.14,3.72,21
JALAN JURONG KECHIL,2020Q4,4.65,4.46,4.18,21
LEICESTER ROAD,2019Q3,4.59,4.42,4.21,13
LEICESTER ROAD,2020Q1,4.65,4.53,4.21,13
SHELFORD ROAD,2018Q4,4.33,3.92,3.52,11
SHELFORD ROAD,2018Q1,4.2,3.73,3.55,11
SHELFORD ROAD,2018Q3,4.34,3.99,3.83,11
SHELFORD ROAD,2019Q4,3.76,3.55,3.19,11
SHELFORD ROAD,2019Q1,4.25,3.72,3.56,11
SHELFORD ROAD,2019Q3,4.33,3.9,3.64,11
SHELFORD ROAD,2020Q1,3.81,3.63,3.26,11
SHELFORD ROAD,2020Q3,3.72,3.6,3.3,11
SHELFORD ROAD,2020Q4,3.58,3.48,3.37,11
KING ALBERT PARK,2018Q1,3.9,3.69,3.48,21
KING ALBERT PARK,2018Q3,3.85,3.44,3.19,21
KING ALBERT PARK,2018Q2,3.87,3.74,3.57,21
KING ALBERT PARK,2018Q4,3.87,3.83,3.46,21
KING ALBERT PARK,2019Q1,4.13,3.9,3.63,21
KING ALBERT PARK,2019Q3,3.95,3.75,3.41,21
KING ALBERT PARK,2020Q1,4.06,3.73,3.16,21
KING ALBERT PARK,2019Q2,3.87,3.75,3.41,21
KING ALBERT PARK,2019Q4,4.04,3.95,3.6,21
KING ALBERT PARK,2020Q3,3.91,3.75,3.23,21
KING ALBERT PARK,2020Q2,4.1,3.74,3.5,21
KING ALBERT PARK,2020Q4,4.05,3.9,3.71,21
LORONG 25A GEYLANG,2019Q4,4.3,4.2,4.08,14
LORONG 25A GEYLANG,2020Q3,4.19,4.08,4.02,14
LORONG 25A GEYLANG,2020Q2,4.35,4.18,4.08,14
LORONG 25A GEYLANG,2020Q4,4.32,4.25,3.98,14
LENGKONG TUJOH,2018Q2,3.3,2.86,2.72,14
LENGKONG TUJOH,2018Q4,2.99,2.81,2.6,14
LENGKONG TUJOH,2018Q1,3.16,2.84,2.58,14
LENGKONG TUJOH,2018Q3,2.92,2.7,2.52,14
LENGKONG TUJOH,2019Q4,2.98,2.85,2.62,14
LENGKONG TUJOH,2020Q2,3.03,2.74,2.62,14
LENGKONG TUJOH,2020Q3,3.01,2.74,2.6,14
LENGKONG TUJOH,2019Q1,3.22,2.85,2.74,14
LENGKONG TUJOH,2019Q3,3.01,2.85,2.64,14
LENGKONG TUJOH,2020Q1,3.08,2.75,2.64,14
LENGKONG TUJOH,2019Q2,3.22,2.79,2.68,14
LENGKONG TUJOH,2020Q4,2.99,2.79,2.68,14
IRRAWADDY ROAD,2018Q1,4.43,3.7,3.21,12
IRRAWADDY ROAD,2018Q3,4.54,3.5,3.0,12
IRRAWADDY ROAD,2019Q1,4.65,3.63,3.21,12
IRRAWADDY ROAD,2019Q3,4.86,4.59,3.42,12
IRRAWADDY ROAD,2020Q1,4.59,3.84,3.28,12
IRRAWADDY ROAD,2019Q2,4.22,3.43,3.1,12
IRRAWADDY ROAD,2020Q3,4.7,3.7,3.08,12
IRRAWADDY ROAD,2020Q4,4.38,3.36,3.21,12
ARCADIA ROAD,2018Q3,2.85,2.64,2.43,11
ARCADIA ROAD,2018Q2,2.82,2.55,2.32,11
ARCADIA ROAD,2019Q3,2.72,2.5,2.4,11
ARCADIA ROAD,2020Q3,2.33,2.2,2.15,11
NATHAN ROAD,2018Q1,5.09,4.75,4.34,10
NATHAN ROAD,2018Q3,4.87,4.65,4.17,10
NATHAN ROAD,2018Q2,5.16,4.46,4.17,10
NATHAN ROAD,2018Q4,4.86,4.65,4.39,10
NATHAN ROAD,2020Q2,4.62,4.54,3.45,10
NATHAN ROAD,2020Q3,4.62,4.43,3.88,10
NATHAN ROAD,2019Q1,5.11,4.87,4.43,10
NATHAN ROAD,2019Q3,4.86,4.54,4.21,10
NATHAN ROAD,2020Q1,5.31,4.96,4.38,10
NATHAN ROAD,2019Q2,4.87,4.46,4.27,10
NATHAN ROAD,2019Q4,4.89,4.2,3.02,10
NATHAN ROAD,2020Q4,4.76,4.37,3.32,10
JALAN MATA AYER,2020Q3,2.21,2.18,2.07,27
HUME AVENUE,2018Q1,2.19,1.89,1.74,21
HUME AVENUE,2018Q3,2.2,2.05,1.86,21
HUME AVENUE,2018Q4,1.97,1.77,1.73,21
HUME AVENUE,2019Q1,2.19,1.89,1.71,21
HUME AVENUE,2019Q3,2.32,2.2,1.89,21
HUME AVENUE,2020Q1,2.22,1.98,1.84,21
HUME AVENUE,2019Q2,2.25,1.98,1.85,21
HUME AVENUE,2019Q4,2.22,1.99,1.75,21
HUME AVENUE,2020Q3,2.36,2.1,1.99,21
HUME AVENUE,2020Q2,2.18,1.95,1.82,21
HUME AVENUE,2020Q4,2.32,1.86,1.77,21
BUKIT DRIVE,2018Q3,2.76,2.64,2.52,21
BUKIT DRIVE,2018Q2,2.86,2.7,2.55,21
BUKIT DRIVE,2019Q4,2.63,2.52,2.5,21
BUKIT DRIVE,2019Q1,2.82,2.69,2.56,21
BUKIT DRIVE,2020Q3,2.59,2.47,2.37,21
BUKIT DRIVE,2019Q3,2.68,2.6,2.5,21
BUKIT DRIVE,2020Q4,2.79,2.68,2.53,21
YAN KIT ROAD,2019Q3,5.0,4.7,4.51,02
BALMEG HILL,2018Q4,3.19,2.99,2.79,05
BALMEG HILL,2018Q3,3.32,3.19,2.86,05
BALMEG HILL,2018Q2,3.05,2.99,2.8,05
BALMEG HILL,2019Q4,3.22,2.9,2.86,05
BALMEG HILL,2020Q2,3.22,2.96,2.83,05
BALMEG HILL,2019Q1,3.18,3.05,2.79,05
BALMEG HILL,2020Q3,3.16,2.98,2.77,05
BALMEG HILL,2020Q1,3.12,3.04,2.98,05
BALMEG HILL,2019Q2,3.32,3.02,2.85,05
BALMEG HILL,2020Q4,2.99,2.96,2.7,05
MARYMOUNT TERRACE,2018Q4,3.8,3.01,2.71,20
MARYMOUNT TERRACE,2018Q1,3.75,3.2,2.75,20
MARYMOUNT TERRACE,2018Q3,3.48,3.04,2.59,20
MARYMOUNT TERRACE,2018Q2,3.02,2.73,2.5,20
MARYMOUNT TERRACE,2019Q4,3.27,3.1,2.96,20
MARYMOUNT TERRACE,2020Q2,3.29,2.8,2.68,20
MARYMOUNT TERRACE,2019Q1,3.33,2.9,2.47,20
MARYMOUNT TERRACE,2019Q3,3.21,3.15,2.68,20
MARYMOUNT TERRACE,2020Q3,3.3,3.14,2.74,20
MARYMOUNT TERRACE,2020Q1,3.52,3.2,3.05,20
MARYMOUNT TERRACE,2019Q2,3.48,3.22,2.9,20
MARYMOUNT TERRACE,2020Q4,3.48,3.1,2.69,20
HAIG ROAD,2019Q3,4.79,4.65,4.26,15
HAIG ROAD,2020Q1,5.19,4.92,4.68,15
HAIG ROAD,2020Q3,4.92,4.65,4.13,15
HAIG ROAD,2020Q4,4.93,4.36,3.87,15
WOODLEIGH CLOSE,2018Q1,3.04,2.95,2.89,13
WOODLEIGH CLOSE,2019Q1,3.23,3.09,2.91,13
WOODLEIGH CLOSE,2018Q3,3.16,3.02,2.92,13
WOODLEIGH CLOSE,2018Q2,3.13,3.07,2.98,13
WOODLEIGH CLOSE,2019Q3,3.07,2.95,2.81,13
WOODLEIGH CLOSE,2020Q1,3.01,2.93,2.76,13
WOODLEIGH CLOSE,2019Q2,3.13,3.04,2.87,13
WOODLEIGH CLOSE,2020Q3,2.77,2.68,2.6,13
WOODLEIGH CLOSE,2020Q2,2.88,2.82,2.76,13
WOODLEIGH CLOSE,2020Q4,2.85,2.7,2.65,13
HINDHEDE WALK,2018Q4,2.41,2.29,2.21,21
HINDHEDE WALK,2018Q1,2.43,2.3,2.16,21
HINDHEDE WALK,2018Q3,2.41,2.26,2.14,21
HINDHEDE WALK,2018Q2,2.43,2.23,2.15,21
HINDHEDE WALK,2019Q4,2.43,2.34,2.25,21
HINDHEDE WALK,2020Q2,2.45,2.3,2.19,21
HINDHEDE WALK,2019Q1,2.37,2.23,2.1,21
HINDHEDE WALK,2020Q3,2.51,2.3,2.2,21
HINDHEDE WALK,2019Q3,2.51,2.38,2.25,21
HINDHEDE WALK,2020Q1,2.48,2.37,2.3,21
HINDHEDE WALK,2019Q2,2.43,2.27,2.21,21
HINDHEDE WALK,2020Q4,2.54,2.41,2.3,21
OCEAN DRIVE,2018Q4,4.24,3.87,3.57,04
OCEAN DRIVE,2018Q1,4.15,3.81,3.63,04
OCEAN DRIVE,2018Q3,4.59,4.36,3.76,04
OCEAN DRIVE,2018Q2,4.22,3.81,3.7,04
OCEAN DRIVE,2019Q4,3.44,3.2,3.04,04
OCEAN DRIVE,2020Q2,3.41,3.32,3.2,04
OCEAN DRIVE,2019Q1,4.29,3.84,3.63,04
OCEAN DRIVE,2019Q3,4.04,3.87,3.35,04
OCEAN DRIVE,2020Q3,3.73,3.31,2.87,04
OCEAN DRIVE,2020Q1,3.51,3.23,2.95,04
OCEAN DRIVE,2019Q2,4.4,3.84,3.69,04
OCEAN DRIVE,2020Q4,3.63,3.43,3.16,04
DEVONSHIRE ROAD,2019Q3,5.83,5.67,5.19,09
DEVONSHIRE ROAD,2020Q1,6.0,5.47,4.94,09
DEVONSHIRE ROAD,2019Q4,6.09,5.64,5.43,09
DEVONSHIRE ROAD,2020Q4,5.31,5.15,5.01,09
RIVER VALLEY CLOSE,2018Q3,2.97,2.81,2.66,09
RIVER VALLEY CLOSE,2018Q2,2.86,2.76,2.59,09
RIVER VALLEY CLOSE,2018Q4,2.84,2.74,2.47,09
RIVER VALLEY CLOSE,2019Q3,3.05,2.93,2.77,09
RIVER VALLEY CLOSE,2019Q2,2.96,2.76,2.66,09
RIVER VALLEY CLOSE,2019Q4,2.86,2.7,2.6,09
RIVER VALLEY CLOSE,2020Q3,2.8,2.65,2.44,09
RIVER VALLEY CLOSE,2020Q4,2.65,2.59,2.39,09
TAMPINES ROAD,2018Q4,4.12,3.27,2.97,19
TAMPINES ROAD,2018Q1,4.12,3.76,3.38,19
TAMPINES ROAD,2018Q3,3.8,3.32,3.06,19
TAMPINES ROAD,2018Q2,3.82,3.32,2.93,19
TAMPINES ROAD,2019Q4,3.91,3.29,2.94,19
TAMPINES ROAD,2020Q2,3.74,3.29,2.96,19
TAMPINES ROAD,2019Q1,3.92,3.32,2.97,19
TAMPINES ROAD,2019Q3,4.01,3.42,3.12,19
TAMPINES ROAD,2020Q1,4.04,3.45,3.24,19
TAMPINES ROAD,2020Q3,4.12,3.45,3.23,19
TAMPINES ROAD,2019Q2,3.72,3.32,3.12,19
TAMPINES ROAD,2020Q4,3.82,3.32,2.93,19
WOODSVILLE CLOSE,2018Q3,3.1,2.98,2.9,13
WOODSVILLE CLOSE,2019Q1,3.2,3.03,2.95,13
ADIS ROAD,2020Q4,5.65,5.39,5.12,09
JALAN JURONG KECHIL,2020Q2,4.41,4.21,4.04,21
JALAN JURONG KECHIL,2019Q3,4.47,3.93,3.67,21
JALAN JURONG KECHIL,2020Q1,4.51,4.06,3.94,21
JALAN JURONG KECHIL,2020Q4,4.88,4.65,3.99,21
MACPHERSON ROAD,2018Q1,4.24,4.12,3.26,13
MACPHERSON ROAD,2018Q3,4.31,4.11,2.75,13
MACPHERSON ROAD,2018Q2,4.06,3.26,2.95,13
MACPHERSON ROAD,2018Q4,4.22,3.89,3.1,13
MACPHERSON ROAD,2019Q4,4.32,3.8,3.41,13
MACPHERSON ROAD,2020Q2,4.22,3.94,3.17,13
MACPHERSON ROAD,2019Q1,4.11,3.37,2.71,13
MACPHERSON ROAD,2020Q3,4.28,3.99,3.12,13
MACPHERSON ROAD,2019Q3,4.11,3.44,3.26,13
MACPHERSON ROAD,2020Q1,4.24,4.11,3.06,13
MACPHERSON ROAD,2019Q2,4.22,3.41,2.84,13
MACPHERSON ROAD,2020Q4,4.32,4.01,3.29,13
KHIANG GUAN AVENUE,2018Q1,5.78,5.11,4.49,11
KHIANG GUAN AVENUE,2018Q3,5.4,4.91,4.44,11
KHIANG GUAN AVENUE,2018Q2,5.31,4.88,4.36,11
KHIANG GUAN AVENUE,2018Q4,5.4,4.46,4.18,11
KHIANG GUAN AVENUE,2020Q2,5.54,5.37,4.74,11
KHIANG GUAN AVENUE,2020Q3,5.9,4.74,4.02,11
KHIANG GUAN AVENUE,2019Q1,5.47,5.13,4.79,11
KHIANG GUAN AVENUE,2019Q3,5.27,4.94,4.59,11
KHIANG GUAN AVENUE,2020Q1,5.72,5.17,4.48,11
KHIANG GUAN AVENUE,2019Q2,5.43,4.96,4.31,11
KHIANG GUAN AVENUE,2019Q4,5.62,5.12,4.82,11
KHIANG GUAN AVENUE,2020Q4,5.62,5.12,4.33,11
ROBERTSON QUAY,2019Q4,6.37,6.12,5.59,09
ROBERTSON QUAY,2020Q4,6.37,6.05,5.4,09
MOUNT SINAI DRIVE,2018Q1,2.46,2.39,2.26,10
MOUNT SINAI DRIVE,2018Q3,2.61,2.46,2.26,10
MOUNT SINAI DRIVE,2018Q2,2.5,2.45,2.3,10
MOUNT SINAI DRIVE,2018Q4,2.67,2.46,2.3,10
MOUNT SINAI DRIVE,2020Q2,2.27,2.08,1.99,10
MOUNT SINAI DRIVE,2019Q1,2.68,2.41,2.28,10
MOUNT SINAI DRIVE,2019Q3,2.63,2.37,2.2,10
MOUNT SINAI DRIVE,2020Q1,2.32,2.21,2.03,10
MOUNT SINAI DRIVE,2020Q3,2.3,2.12,1.91,10
MOUNT SINAI DRIVE,2019Q2,2.85,2.64,2.44,10
MOUNT SINAI DRIVE,2019Q4,2.34,2.14,2.04,10
MOUNT SINAI DRIVE,2020Q4,2.32,2.17,1.97,10
SWISS VIEW,2020Q3,2.16,2.1,1.72,11
SWISS VIEW,2019Q3,2.21,2.02,1.88,11
SWISS VIEW,2019Q2,2.22,2.0,1.88,11
SWISS VIEW,2020Q4,2.12,1.91,1.83,11
COVE WAY,2018Q1,4.55,4.19,3.67,04
COVE WAY,2019Q1,4.47,4.18,3.88,04
COVE WAY,2018Q3,4.49,4.3,3.78,04
COVE WAY,2018Q2,4.11,3.83,3.67,04
COVE WAY,2018Q4,4.59,4.17,3.78,04
COVE WAY,2019Q3,4.47,4.28,3.93,04
COVE WAY,2020Q1,4.46,4.27,3.95,04
COVE WAY,2019Q2,4.41,3.97,3.81,04
COVE WAY,2019Q4,4.57,4.17,3.83,04
COVE WAY,2020Q3,4.44,4.16,3.82,04
COVE WAY,2020Q2,4.43,3.89,3.73,04
COVE WAY,2020Q4,4.51,4.17,3.83,04
LORONG 14 GEYLANG,2018Q2,2.32,2.12,2.04,14
LORONG 14 GEYLANG,2018Q4,2.32,2.18,2.06,14
LORONG 14 GEYLANG,2018Q1,2.45,2.2,1.94,14
LORONG 14 GEYLANG,2018Q3,3.23,2.32,2.2,14
LORONG 14 GEYLANG,2019Q2,2.52,2.22,2.08,14
LORONG 14 GEYLANG,2019Q4,2.38,2.19,2.11,14
LORONG 14 GEYLANG,2020Q2,2.45,2.28,2.11,14
LORONG 14 GEYLANG,2020Q3,2.63,2.3,2.12,14
LORONG 14 GEYLANG,2019Q3,2.75,2.24,2.13,14
LORONG 14 GEYLANG,2020Q1,2.25,2.12,1.99,14
LORONG 14 GEYLANG,2020Q4,2.61,2.37,2.09,14
YIO CHU KANG ROAD,2018Q4,2.22,2.17,2.07,26
YIO CHU KANG ROAD,2018Q3,2.22,2.16,2.0,26
YIO CHU KANG ROAD,2019Q4,2.39,2.26,2.07,26
YIO CHU KANG ROAD,2020Q2,2.19,2.16,1.92,26
YIO CHU KANG ROAD,2019Q1,2.15,2.0,1.91,26
YIO CHU KANG ROAD,2019Q3,2.24,2.15,2.03,26
YIO CHU KANG ROAD,2020Q3,2.27,2.19,1.94,26
YIO CHU KANG ROAD,2020Q1,2.25,2.22,2.13,26
YIO CHU KANG ROAD,2019Q2,2.29,2.18,2.09,26
YIO CHU KANG ROAD,2020Q4,2.4,2.29,2.24,26
LORONG 30 GEYLANG,2019Q4,4.1,3.82,3.67,14
ALEXANDRA ROAD,2020Q3,5.13,4.57,3.77,03
ALEXANDRA ROAD,2018Q3,5.52,5.02,4.24,03
ALEXANDRA ROAD,2018Q1,5.55,4.78,4.06,03
ALEXANDRA ROAD,2019Q1,5.52,4.51,3.26,03
ALEXANDRA ROAD,2018Q2,5.02,4.55,3.88,03
ALEXANDRA ROAD,2018Q4,5.03,4.65,3.88,03
ALEXANDRA ROAD,2019Q3,5.43,4.92,3.6,03
ALEXANDRA ROAD,2020Q1,5.65,4.82,3.6,03
ALEXANDRA ROAD,2019Q2,5.34,4.61,3.44,03
ALEXANDRA ROAD,2019Q4,5.27,4.56,3.44,03
ALEXANDRA ROAD,2020Q2,5.27,4.48,3.22,03
ALEXANDRA ROAD,2020Q4,5.16,4.56,3.86,03
MOHAMED SULTAN ROAD,2018Q4,5.91,5.67,5.41,09
