district,propertyType,contractDate,tenure,per_meter_square,typeOfArea
3,Apartment,08-2018,99-years,18610.17,Strata
3,Apartment,07-2018,99-years,21243.9,Strata
3,Apartment,07-2018,99-years,18578.13,Strata
3,Apartment,02-2019,99-years,18877.55,Strata
3,Apartment,07-2018,99-years,20888.89,Strata
3,Apartment,09-2018,99-years,17591.84,Strata
3,Apartment,12-2018,99-years,19366.2,Strata
3,Apartment,08-2018,99-years,19031.25,Strata
3,Apartment,01-2019,99-years,18557.38,Strata
3,Apartment,12-2018,99-years,19112.68,Strata
3,Apartment,07-2018,99-years,18500.0,Strata
3,Apartment,11-2018,99-years,17164.84,Strata
3,Apartment,07-2018,99-years,20968.25,Strata
3,Apartment,07-2018,99-years,16714.29,Strata
3,Apartment,07-2018,99-years,18929.58,Strata
3,Apartment,08-2019,99-years,22951.22,Strata
3,Apartment,08-2018,99-years,19744.68,Strata
3,Apartment,07-2018,99-years,17640.0,Strata
3,Apartment,04-2019,99-years,19475.41,Strata
3,Apartment,11-2018,99-years,20189.66,Strata
3,Apartment,08-2019,99-years,19352.0,Strata
3,Apartment,09-2019,99-years,20378.05,Strata
3,Apartment,07-2018,99-years,18965.52,Strata
3,Apartment,06-2019,99-years,18688.52,Strata
3,Apartment,04-2019,99-years,21072.29,Strata
3,Apartment,07-2018,99-years,16784.0,Strata
3,Apartment,07-2018,99-years,19297.87,Strata
3,Apartment,11-2018,99-years,18739.73,Strata
3,Apartment,10-2019,99-years,20015.63,Strata
3,Apartment,07-2018,99-years,18553.19,Strata
3,Apartment,02-2019,99-years,19080.0,Strata
3,Apartment,12-2019,99-years,19918.03,Strata
3,Apartment,06-2019,99-years,19230.77,Strata
3,Apartment,12-2018,99-years,21031.75,Strata
3,Apartment,03-2019,99-years,19808.0,Strata
3,Apartment,07-2018,99-years,21412.7,Strata
3,Apartment,09-2018,99-years,17975.61,Strata
3,Apartment,07-2018,99-years,18530.61,Strata
3,Apartment,07-2018,99-years,18512.2,Strata
3,Apartment,02-2019,99-years,19880.0,Strata
3,Apartment,10-2018,99-years,16948.98,Strata
3,Apartment,09-2018,99-years,18120.88,Strata
3,Apartment,06-2019,99-years,19494.51,Strata
3,Apartment,07-2018,99-years,22793.65,Strata
3,Apartment,07-2018,99-years,19060.24,Strata
3,Apartment,01-2019,99-years,18949.15,Strata
3,Apartment,09-2018,99-years,18803.28,Strata
3,Apartment,07-2018,99-years,18361.45,Strata
3,Apartment,10-2018,99-years,17492.96,Strata
3,Apartment,12-2019,99-years,20516.48,Strata
3,Apartment,06-2019,99-years,21523.81,Strata
3,Apartment,07-2018,99-years,21634.15,Strata
3,Apartment,05-2019,99-years,20926.83,Strata
3,Apartment,07-2018,99-years,17802.82,Strata
3,Apartment,10-2019,99-years,21902.44,Strata
3,Apartment,07-2018,99-years,20228.92,Strata
3,Apartment,12-2018,99-years,19197.18,Strata
3,Apartment,08-2018,99-years,22174.6,Strata
3,Apartment,05-2019,99-years,19084.51,Strata
3,Apartment,06-2020,99-years,21344.83,Strata
3,Apartment,06-2020,99-years,20827.59,Strata
3,Apartment,07-2019,99-years,21121.95,Strata
3,Apartment,07-2018,99-years,18272.0,Strata
3,Apartment,07-2018,99-years,19531.25,Strata
3,Apartment,07-2018,99-years,17304.88,Strata
3,Apartment,03-2019,99-years,20140.63,Strata
3,Apartment,05-2019,99-years,18754.1,Strata
3,Apartment,09-2019,99-years,18076.5,Strata
3,Apartment,07-2019,99-years,21361.7,Strata
3,Apartment,04-2019,99-years,18032.79,Strata
3,Apartment,10-2019,99-years,21305.08,Strata
3,Apartment,06-2019,99-years,20978.72,Strata
3,Apartment,10-2019,99-years,19659.34,Strata
3,Apartment,07-2018,99-years,18936.17,Strata
3,Apartment,12-2018,99-years,19450.7,Strata
3,Apartment,10-2019,99-years,20827.59,Strata
3,Apartment,10-2018,99-years,19042.25,Strata
3,Apartment,07-2018,99-years,18585.37,Strata
3,Apartment,07-2018,99-years,19517.24,Strata
3,Apartment,07-2018,99-years,20902.44,Strata
3,Apartment,07-2019,99-years,18885.25,Strata
3,Apartment,08-2018,99-years,20444.44,Strata
3,Apartment,07-2018,99-years,18478.87,Strata
3,Apartment,12-2019,99-years,22390.24,Strata
3,Apartment,07-2018,99-years,21170.73,Strata
3,Apartment,07-2018,99-years,20390.24,Strata
3,Apartment,12-2018,99-years,18704.23,Strata
3,Apartment,09-2019,99-years,19087.91,Strata
3,Apartment,10-2019,99-years,19725.27,Strata
3,Apartment,09-2018,99-years,17524.39,Strata
3,Apartment,01-2019,99-years,19173.47,Strata
3,Apartment,09-2019,99-years,19128.0,Strata
3,Apartment,03-2020,99-years,20319.15,Strata
3,Apartment,07-2018,99-years,19297.87,Strata
3,Apartment,07-2018,99-years,19952.38,Strata
3,Apartment,07-2018,99-years,18658.54,Strata
3,Apartment,01-2020,99-years,21711.86,Strata
3,Apartment,11-2019,99-years,22609.76,Strata
3,Apartment,03-2020,99-years,19508.2,Strata
3,Apartment,07-2018,99-years,16904.0,Strata
3,Apartment,05-2019,99-years,20872.34,Strata
3,Apartment,09-2018,99-years,18252.75,Strata
3,Apartment,04-2019,99-years,18622.95,Strata
3,Apartment,07-2018,99-years,20370.51,Strata
3,Apartment,07-2018,99-years,18224.49,Strata
3,Apartment,12-2018,99-years,18957.75,Strata
3,Apartment,06-2019,99-years,19591.55,Strata
3,Apartment,08-2019,99-years,19147.54,Strata
3,Apartment,11-2018,99-years,18112.24,Strata
3,Apartment,04-2019,99-years,19016.39,Strata
3,Apartment,07-2019,99-years,21305.08,Strata
3,Apartment,11-2019,99-years,18836.73,Strata
3,Apartment,07-2019,99-years,19704.23,Strata
3,Apartment,11-2018,99-years,18016.95,Strata
3,Apartment,10-2018,99-years,17448.98,Strata
3,Apartment,07-2018,99-years,17024.0,Strata
3,Apartment,08-2019,99-years,21237.29,Strata
3,Apartment,05-2019,99-years,18622.95,Strata
3,Apartment,03-2019,99-years,18741.38,Strata
3,Apartment,03-2019,99-years,19653.06,Strata
3,Apartment,04-2019,99-years,19355.93,Strata
3,Apartment,10-2019,99-years,18626.37,Strata
3,Apartment,05-2019,99-years,19147.54,Strata
3,Apartment,11-2019,99-years,21031.25,Strata
3,Apartment,12-2018,99-years,18267.61,Strata
3,Apartment,10-2018,99-years,18881.36,Strata
3,Apartment,06-2019,99-years,19213.11,Strata
3,Apartment,04-2020,99-years,20000.0,Strata
3,Apartment,12-2018,99-years,19718.75,Strata
3,Apartment,06-2019,99-years,18950.82,Strata
3,Apartment,10-2019,99-years,22195.12,Strata
3,Apartment,01-2020,99-years,18591.84,Strata
3,Apartment,01-2020,99-years,19983.61,Strata
3,Apartment,06-2019,99-years,20659.57,Strata
3,Apartment,07-2019,99-years,19054.95,Strata
3,Apartment,07-2020,99-years,19561.22,Strata
3,Apartment,07-2018,99-years,16806.12,Strata
3,Apartment,07-2019,99-years,20465.75,Strata
3,Apartment,08-2019,99-years,22804.88,Strata
3,Apartment,01-2019,99-years,17295.92,Strata
3,Apartment,11-2018,99-years,17830.99,Strata
3,Apartment,04-2019,99-years,18690.14,Strata
3,Apartment,11-2018,99-years,18492.96,Strata
3,Apartment,09-2018,99-years,20132.53,Strata
3,Apartment,04-2019,99-years,18859.15,Strata
3,Apartment,07-2018,99-years,17085.37,Strata
3,Apartment,08-2019,99-years,20328.13,Strata
3,Apartment,05-2019,99-years,19142.86,Strata
3,Apartment,05-2019,99-years,21219.51,Strata
3,Apartment,02-2019,99-years,19260.27,Strata
3,Apartment,10-2019,99-years,21510.64,Strata
3,Apartment,07-2018,99-years,19888.89,Strata
3,Apartment,07-2020,99-years,21254.24,Strata
3,Apartment,07-2020,99-years,21745.76,Strata
3,Apartment,07-2018,99-years,18264.0,Strata
3,Apartment,07-2020,99-years,21340.43,Strata
3,Apartment,07-2020,99-years,21428.57,Strata
3,Apartment,07-2020,99-years,22975.61,Strata
3,Apartment,07-2018,99-years,20126.98,Strata
3,Apartment,02-2019,99-years,20219.18,Strata
3,Apartment,07-2019,99-years,20546.88,Strata
3,Apartment,02-2019,99-years,19640.63,Strata
3,Apartment,09-2018,99-years,18318.68,Strata
3,Apartment,10-2018,99-years,18816.0,Strata
3,Apartment,07-2018,99-years,21338.98,Strata
3,Apartment,10-2018,99-years,17890.24,Strata
3,Apartment,07-2018,99-years,18293.1,Strata
3,Apartment,07-2019,99-years,18959.18,Strata
3,Apartment,07-2018,99-years,18423.73,Strata
3,Apartment,07-2018,99-years,18204.82,Strata
3,Apartment,01-2019,99-years,19760.56,Strata
3,Apartment,05-2019,99-years,19140.63,Strata
3,Apartment,06-2019,99-years,20051.72,Strata
3,Apartment,04-2019,99-years,18967.03,Strata
3,Apartment,06-2019,99-years,19366.2,Strata
3,Apartment,02-2020,99-years,20344.26,Strata
3,Apartment,09-2018,99-years,18098.59,Strata
3,Apartment,07-2018,99-years,20063.49,Strata
3,Apartment,12-2019,99-years,21125.0,Strata
3,Apartment,07-2018,99-years,16780.22,Strata
3,Apartment,07-2018,99-years,19574.47,Strata
3,Apartment,07-2018,99-years,17690.14,Strata
3,Apartment,07-2018,99-years,19926.83,Strata
3,Apartment,11-2018,99-years,18549.3,Strata
3,Apartment,06-2019,99-years,20203.13,Strata
3,Apartment,01-2019,99-years,18265.63,Strata
3,Apartment,02-2019,99-years,20809.52,Strata
3,Apartment,07-2018,99-years,21365.85,Strata
3,Apartment,02-2019,99-years,18890.63,Strata
3,Apartment,05-2019,99-years,19534.25,Strata
3,Apartment,08-2019,99-years,20078.13,Strata
3,Apartment,02-2020,99-years,19918.03,Strata
3,Apartment,12-2018,99-years,17816.33,Strata
3,Apartment,07-2018,99-years,17868.13,Strata
3,Apartment,08-2018,99-years,18362.07,Strata
3,Apartment,07-2018,99-years,19106.38,Strata
3,Apartment,08-2019,99-years,17736.0,Strata
3,Apartment,05-2019,99-years,19406.59,Strata
3,Apartment,09-2019,99-years,19828.13,Strata
3,Apartment,07-2018,99-years,20440.68,Strata
3,Apartment,11-2018,99-years,17338.03,Strata
3,Apartment,09-2018,99-years,17934.07,Strata
3,Apartment,07-2018,99-years,18289.16,Strata
3,Apartment,09-2019,99-years,20061.22,Strata
3,Apartment,03-2019,99-years,18915.49,Strata
3,Apartment,05-2019,99-years,19362.07,Strata
3,Apartment,04-2019,99-years,18534.48,Strata
3,Apartment,04-2019,99-years,19155.17,Strata
3,Apartment,03-2019,99-years,18714.29,Strata
3,Apartment,03-2019,99-years,19829.79,Strata
3,Apartment,07-2018,99-years,18459.18,Strata
3,Apartment,10-2019,99-years,21804.88,Strata
3,Apartment,10-2019,99-years,20830.51,Strata
3,Apartment,03-2020,99-years,23365.85,Strata
3,Apartment,03-2020,99-years,20344.26,Strata
3,Apartment,07-2018,99-years,18620.69,Strata
3,Apartment,07-2018,99-years,17746.48,Strata
3,Apartment,06-2019,99-years,19706.9,Strata
3,Apartment,07-2018,99-years,19686.75,Strata
3,Apartment,05-2019,99-years,19816.33,Strata
3,Apartment,09-2019,99-years,19142.86,Strata
3,Apartment,08-2019,99-years,21638.3,Strata
3,Apartment,07-2019,99-years,19775.86,Strata
3,Apartment,09-2019,99-years,21265.06,Strata
3,Apartment,04-2019,99-years,18802.82,Strata
3,Apartment,03-2019,99-years,20383.56,Strata
3,Apartment,03-2020,99-years,19989.8,Strata
3,Apartment,03-2020,99-years,21156.25,Strata
3,Apartment,03-2019,99-years,18396.55,Strata
3,Apartment,09-2019,99-years,19344.26,Strata
3,Apartment,07-2018,99-years,17450.7,Strata
3,Apartment,07-2018,99-years,18903.61,Strata
3,Apartment,07-2018,99-years,17784.0,Strata
3,Apartment,11-2018,99-years,18671.23,Strata
3,Apartment,07-2019,99-years,20380.28,Strata
3,Apartment,07-2018,99-years,19585.37,Strata
3,Apartment,08-2019,99-years,19081.63,Strata
3,Apartment,10-2018,99-years,18953.13,Strata
3,Apartment,08-2019,99-years,19213.11,Strata
3,Apartment,09-2019,99-years,19016.39,Strata
3,Apartment,07-2018,99-years,18479.59,Strata
3,Apartment,07-2019,99-years,21609.76,Strata
3,Apartment,11-2018,99-years,18816.9,Strata
3,Apartment,11-2019,99-years,19983.61,Strata
3,Apartment,07-2018,99-years,17362.64,Strata
3,Apartment,07-2018,99-years,18853.66,Strata
3,Apartment,07-2018,99-years,18000.0,Strata
3,Apartment,09-2018,99-years,19325.3,Strata
3,Apartment,10-2018,99-years,18220.34,Strata
3,Apartment,08-2018,99-years,20255.32,Strata
3,Apartment,07-2018,99-years,18765.63,Strata
3,Apartment,08-2018,99-years,18688.52,Strata
3,Apartment,07-2019,99-years,21361.45,Strata
3,Apartment,03-2019,99-years,20968.25,Strata
3,Apartment,10-2019,99-years,19956.04,Strata
3,Apartment,04-2020,99-years,20706.9,Strata
3,Apartment,10-2019,99-years,20280.49,Strata
3,Apartment,09-2018,99-years,19103.45,Strata
3,Apartment,08-2019,99-years,20500.0,Strata
3,Apartment,02-2019,99-years,19152.54,Strata
3,Apartment,07-2018,99-years,17071.43,Strata
3,Apartment,07-2018,99-years,17560.44,Strata
3,Apartment,07-2018,99-years,16720.0,Strata
3,Apartment,10-2018,99-years,18192.0,Strata
3,Apartment,07-2018,99-years,17975.9,Strata
3,Apartment,04-2019,99-years,18426.23,Strata
3,Apartment,03-2019,99-years,19265.63,Strata
3,Apartment,04-2019,99-years,20328.13,Strata
3,Apartment,07-2019,99-years,18624.0,Strata
3,Apartment,07-2018,99-years,19728.81,Strata
3,Apartment,10-2018,99-years,20433.73,Strata
3,Apartment,04-2019,99-years,21851.06,Strata
3,Apartment,05-2019,99-years,18426.23,Strata
3,Apartment,10-2018,99-years,18306.12,Strata
3,Apartment,05-2019,99-years,19028.17,Strata
3,Apartment,06-2019,99-years,19953.13,Strata
3,Apartment,07-2019,99-years,19844.83,Strata
3,Apartment,09-2018,99-years,19591.55,Strata
3,Apartment,07-2018,99-years,17724.49,Strata
3,Apartment,05-2019,99-years,19578.13,Strata
3,Apartment,07-2018,99-years,19512.2,Strata
3,Apartment,08-2019,99-years,19344.26,Strata
3,Apartment,11-2019,99-years,20500.0,Strata
3,Apartment,11-2019,99-years,20252.75,Strata
3,Apartment,07-2018,99-years,20015.87,Strata
3,Apartment,02-2019,99-years,16683.67,Strata
3,Apartment,08-2018,99-years,19718.75,Strata
3,Apartment,02-2020,99-years,19326.53,Strata
3,Apartment,07-2018,99-years,19487.8,Strata
3,Apartment,07-2018,99-years,18366.2,Strata
3,Apartment,07-2018,99-years,23374.07,Strata
3,Apartment,10-2019,99-years,19448.98,Strata
3,Apartment,07-2018,99-years,17734.69,Strata
3,Apartment,07-2018,99-years,19164.84,Strata
3,Apartment,10-2019,99-years,19453.13,Strata
3,Apartment,10-2019,99-years,20603.45,Strata
3,Apartment,07-2019,99-years,18819.67,Strata
3,Apartment,09-2018,99-years,18355.93,Strata
3,Apartment,11-2019,99-years,18897.96,Strata
3,Apartment,08-2018,99-years,19343.75,Strata
3,Apartment,07-2019,99-years,21285.71,Strata
3,Apartment,01-2019,99-years,18745.76,Strata
3,Apartment,03-2019,99-years,18746.48,Strata
3,Apartment,07-2018,99-years,19468.09,Strata
3,Apartment,09-2018,99-years,20853.66,Strata
3,Apartment,04-2019,99-years,20014.08,Strata
3,Apartment,03-2019,99-years,19671.23,Strata
3,Apartment,02-2020,99-years,20049.18,Strata
3,Apartment,08-2018,99-years,18557.38,Strata
3,Apartment,09-2019,99-years,21825.4,Strata
3,Apartment,08-2018,99-years,20510.64,Strata
3,Apartment,07-2018,99-years,17012.2,Strata
3,Apartment,11-2019,99-years,20372.88,Strata
3,Apartment,07-2018,99-years,17802.2,Strata
3,Apartment,10-2019,99-years,19934.43,Strata
3,Apartment,02-2019,99-years,17173.47,Strata
3,Apartment,04-2019,99-years,18428.57,Strata
3,Apartment,07-2018,99-years,17605.63,Strata
3,Apartment,07-2018,99-years,17230.77,Strata
3,Apartment,06-2019,99-years,19535.21,Strata
3,Apartment,06-2019,99-years,19760.56,Strata
3,Apartment,08-2018,99-years,18451.22,Strata
3,Apartment,03-2020,99-years,19775.51,Strata
3,Apartment,04-2019,99-years,19224.14,Strata
3,Apartment,02-2019,99-years,17051.02,Strata
3,Apartment,09-2018,99-years,19016.95,Strata
3,Apartment,11-2019,99-years,22780.49,Strata
3,Apartment,07-2018,99-years,17718.31,Strata
3,Apartment,12-2018,99-years,18677.97,Strata
3,Apartment,08-2019,99-years,19540.98,Strata
3,Apartment,07-2019,99-years,18819.67,Strata
3,Apartment,10-2018,99-years,18896.55,Strata
3,Apartment,09-2018,99-years,19338.03,Strata
3,Apartment,06-2019,99-years,18885.25,Strata
3,Apartment,07-2018,99-years,19682.54,Strata
3,Apartment,04-2019,99-years,18633.8,Strata
3,Apartment,04-2019,99-years,19197.8,Strata
3,Apartment,07-2018,99-years,19857.14,Strata
3,Apartment,09-2018,99-years,18578.13,Strata
3,Apartment,01-2019,99-years,19140.85,Strata
3,Apartment,12-2018,99-years,18849.32,Strata
3,Apartment,10-2018,99-years,18542.37,Strata
3,Apartment,01-2019,99-years,19952.0,Strata
3,Apartment,07-2018,99-years,19783.13,Strata
3,Apartment,05-2019,99-years,22219.51,Strata
3,Apartment,07-2019,99-years,20396.55,Strata
3,Apartment,07-2018,99-years,18568.97,Strata
3,Apartment,07-2018,99-years,18153.06,Strata
3,Apartment,03-2019,99-years,16806.12,Strata
3,Apartment,08-2019,99-years,19409.84,Strata
3,Apartment,07-2018,99-years,17397.96,Strata
3,Apartment,07-2018,99-years,20555.56,Strata
3,Apartment,03-2020,99-years,21034.48,Strata
3,Apartment,08-2018,99-years,18378.05,Strata
3,Apartment,06-2019,99-years,18950.82,Strata
3,Apartment,07-2018,99-years,18468.09,Strata
3,Apartment,05-2020,99-years,20510.64,Strata
3,Apartment,07-2020,99-years,22853.66,Strata
3,Apartment,07-2020,99-years,20877.55,Strata
3,Apartment,06-2020,99-years,21437.5,Strata
3,Apartment,06-2020,99-years,20780.22,Strata
3,Apartment,07-2020,99-years,18856.0,Strata
3,Apartment,07-2020,99-years,18944.0,Strata
3,Apartment,08-2018,99-years,18897.12,Strata
3,Apartment,10-2019,99-years,19791.21,Strata
3,Apartment,07-2018,99-years,19714.29,Strata
3,Apartment,07-2018,99-years,17144.0,Strata
3,Apartment,07-2018,99-years,21975.61,Strata
3,Apartment,06-2020,99-years,21343.75,Strata
3,Apartment,06-2020,99-years,20796.61,Strata
3,Apartment,06-2020,99-years,22404.26,Strata
3,Apartment,08-2018,99-years,18971.83,Strata
3,Apartment,07-2018,99-years,21063.49,Strata
3,Apartment,08-2018,99-years,22587.3,Strata
3,Apartment,10-2019,99-years,18956.04,Strata
3,Apartment,12-2019,99-years,22097.56,Strata
3,Apartment,10-2019,99-years,18890.11,Strata
3,Apartment,03-2019,99-years,18465.52,Strata
3,Apartment,11-2018,99-years,17010.2,Strata
3,Apartment,07-2018,99-years,20728.81,Strata
3,Apartment,03-2019,99-years,20888.89,Strata
3,Apartment,03-2020,99-years,21361.7,Strata
3,Apartment,07-2018,99-years,17918.37,Strata
3,Apartment,07-2018,99-years,18600.0,Strata
3,Apartment,06-2020,99-years,21174.6,Strata
3,Apartment,06-2019,99-years,19265.63,Strata
3,Apartment,08-2018,99-years,16912.09,Strata
3,Apartment,12-2018,99-years,17943.66,Strata
3,Apartment,06-2020,99-years,20639.34,Strata
3,Apartment,06-2020,99-years,21013.7,Strata
3,Apartment,10-2018,99-years,20453.13,Strata
3,Apartment,03-2019,99-years,18164.84,Strata
3,Apartment,08-2019,99-years,19606.56,Strata
3,Apartment,09-2019,99-years,22492.06,Strata
3,Apartment,09-2019,99-years,20549.3,Strata
3,Apartment,06-2020,99-years,19696.0,Strata
3,Apartment,07-2018,99-years,18828.13,Strata
3,Apartment,12-2018,99-years,18323.94,Strata
3,Apartment,09-2019,99-years,22966.1,Strata
3,Apartment,03-2020,99-years,20344.26,Strata
3,Apartment,10-2019,99-years,20245.9,Strata
3,Apartment,04-2020,99-years,20849.32,Strata
3,Apartment,05-2019,99-years,21047.62,Strata
3,Apartment,07-2018,99-years,18780.49,Strata
3,Apartment,05-2020,99-years,20425.53,Strata
3,Apartment,05-2020,99-years,23804.88,Strata
3,Apartment,05-2020,99-years,20340.43,Strata
3,Apartment,02-2020,99-years,20442.62,Strata
3,Apartment,11-2019,99-years,21241.38,Strata
3,Apartment,11-2019,99-years,20147.54,Strata
3,Apartment,08-2019,99-years,19703.13,Strata
3,Apartment,04-2020,99-years,20220.34,Strata
3,Apartment,06-2020,99-years,21250.0,Strata
3,Apartment,08-2019,99-years,19390.63,Strata
3,Apartment,10-2018,99-years,19656.25,Strata
3,Apartment,11-2018,99-years,18084.75,Strata
3,Apartment,03-2019,99-years,19253.52,Strata
3,Apartment,05-2020,99-years,20355.93,Strata
3,Apartment,05-2020,99-years,20423.73,Strata
3,Apartment,05-2020,99-years,21183.1,Strata
3,Apartment,05-2020,99-years,20694.92,Strata
3,Apartment,07-2018,99-years,17459.18,Strata
3,Apartment,04-2019,99-years,18491.8,Strata
3,Apartment,06-2020,99-years,20442.62,Strata
3,Apartment,07-2019,99-years,19344.26,Strata
3,Apartment,07-2018,99-years,18590.36,Strata
